doc_id,text,cleaned_text,tokens,token_count,label
4447,Kone shares dropped 4.1 percent to  x20ac 43 US$ 55.77 in Helsinki .,kone shares dropped 4 1 percent to x20ac 43 us 55 77 in helsinki,"['kone', 'shares', 'dropped', '4', '1', 'percent', 'to', 'x20ac', '43', 'us', '55', '77', 'in', 'helsinki']",14,negative
4448,Ramirent made 18 million kroons EUR 1.15 mln loss last year ; the year before the company was 7.3 million kroons in the black .,ramirent made 18 million kroons eur 1 15 mln loss last year the year before the company was 7 3 million kroons in the black,"['ramirent', 'made', '18', 'million', 'kroons', 'eur', '1', '15', 'mln', 'loss', 'last', 'year', 'the', 'year', 'before', 'the', 'company', 'was', '7', '3', 'million', 'kroons', 'in', 'the', 'black']",25,negative
4449,Return on capital employed ROCE was a negative 2.3 % compared to 11.3 % in 2007 .,return on capital employed roce was a negative 2 3 compared to 11 3 in 2007,"['return', 'on', 'capital', 'employed', 'roce', 'was', 'a', 'negative', '2', '3', 'compared', 'to', '11', '3', 'in', '2007']",16,negative
4450,Stora Enso 's target has been cut to EUR 4.85 from EUR 5.55 and Holmen 's target -- to SEK 135 from SEK 150 .,stora enso s target has been cut to eur 4 85 from eur 5 55 and holmen s target to sek 135 from sek 150,"['stora', 'enso', 's', 'target', 'has', 'been', 'cut', 'to', 'eur', '4', '85', 'from', 'eur', '5', '55', 'and', 'holmen', 's', 'target', 'to', 'sek', '135', 'from', 'sek', '150']",25,negative
4451,The dismissed staff members will now take the matter to court unless it can be settled outside .,the dismissed staff members will now take the matter to court unless it can be settled outside,"['the', 'dismissed', 'staff', 'members', 'will', 'now', 'take', 'the', 'matter', 'to', 'court', 'unless', 'it', 'can', 'be', 'settled', 'outside']",17,negative
4452,"The EU Commission said earlier it had fined ThyssenKrupp , United Technologies Corp 's Otis , Schindler AG and Kone Oyj a total of 992.3 mln eur for alleged cartel activity in the lift market going back twelve years .",the eu commission said earlier it had fined thyssenkrupp united technologies corp s otis schindler ag and kone oyj a total of 992 3 mln eur for alleged cartel activity in the lift market going back twelve years,"['the', 'eu', 'commission', 'said', 'earlier', 'it', 'had', 'fined', 'thyssenkrupp', 'united', 'technologies', 'corp', 's', 'otis', 'schindler', 'ag', 'and', 'kone', 'oyj', 'a', 'total', 'of', '992', '3', 'mln', 'eur', 'for', 'alleged', 'cartel', 'activity', 'in', 'the', 'lift', 'market', 'going', 'back', 'twelve', 'years']",38,negative
4453,"The one dark spot on the horizon , however , was the company 's performance in the Finnish bottled water market .",the one dark spot on the horizon however was the company s performance in the finnish bottled water market,"['the', 'one', 'dark', 'spot', 'on', 'the', 'horizon', 'however', 'was', 'the', 'company', 's', 'performance', 'in', 'the', 'finnish', 'bottled', 'water', 'market']",19,negative
4454,"The period 's sales dropped to EUR30 .6 m from EUR38 .3 m , according to the interim report , released today .",the period s sales dropped to eur30 6 m from eur38 3 m according to the interim report released today,"['the', 'period', 's', 'sales', 'dropped', 'to', 'eur30', '6', 'm', 'from', 'eur38', '3', 'm', 'according', 'to', 'the', 'interim', 'report', 'released', 'today']",20,negative
4455,"YIT lodged counter claims against Neste Oil totaling some EUR25m , primarily based on work carried out under the contract and additional costs incurred due to prolongation of the project .",yit lodged counter claims against neste oil totaling some eur25m primarily based on work carried out under the contract and additional costs incurred due to prolongation of the project,"['yit', 'lodged', 'counter', 'claims', 'against', 'neste', 'oil', 'totaling', 'some', 'eur25m', 'primarily', 'based', 'on', 'work', 'carried', 'out', 'under', 'the', 'contract', 'and', 'additional', 'costs', 'incurred', 'due', 'to', 'prolongation', 'of', 'the', 'project']",29,negative
4456,"` The stable outlook reflects Nokia 's strong market position in the global mobile handset market , strong cash flow generation , and very conservative balance sheet , ' said Raab .",the stable outlook reflects nokia s strong market position in the global mobile handset market strong cash flow generation and very conservative balance sheet said raab,"['the', 'stable', 'outlook', 'reflects', 'nokia', 's', 'strong', 'market', 'position', 'in', 'the', 'global', 'mobile', 'handset', 'market', 'strong', 'cash', 'flow', 'generation', 'and', 'very', 'conservative', 'balance', 'sheet', 'said', 'raab']",26,positive
4457,"These financing arrangements will enable the company to ensure , in line with its treasury policy , that it has sufficient financial instruments at its disposal for its potential capital requirements .",these financing arrangements will enable the company to ensure in line with its treasury policy that it has sufficient financial instruments at its disposal for its potential capital requirements,"['these', 'financing', 'arrangements', 'will', 'enable', 'the', 'company', 'to', 'ensure', 'in', 'line', 'with', 'its', 'treasury', 'policy', 'that', 'it', 'has', 'sufficient', 'financial', 'instruments', 'at', 'its', 'disposal', 'for', 'its', 'potential', 'capital', 'requirements']",29,positive
4458,"According to Karhinen , OP-Pohjola is an exciting enterprise because the cooperation will bring huge opportunities for customers and the company itself .",according to karhinen op pohjola is an exciting enterprise because the cooperation will bring huge opportunities for customers and the company itself,"['according', 'to', 'karhinen', 'op', 'pohjola', 'is', 'an', 'exciting', 'enterprise', 'because', 'the', 'cooperation', 'will', 'bring', 'huge', 'opportunities', 'for', 'customers', 'and', 'the', 'company', 'itself']",22,positive
4459,"Based upon its unique fiber expertise and innovative approach , the company has a strong market position in several business areas in which it operates .",based upon its unique fiber expertise and innovative approach the company has a strong market position in several business areas in which it operates,"['based', 'upon', 'its', 'unique', 'fiber', 'expertise', 'and', 'innovative', 'approach', 'the', 'company', 'has', 'a', 'strong', 'market', 'position', 'in', 'several', 'business', 'areas', 'in', 'which', 'it', 'operates']",24,positive
4460,"efficiency improvement measures 20 January 2010 - Finnish stationery and gift retailer Tiimari HEL : TII1V said today that it will continue to improve its operational efficiency , by focusing on its profitable core operations .",efficiency improvement measures 20 january 2010 finnish stationery and gift retailer tiimari hel tii1v said today that it will continue to improve its operational efficiency by focusing on its profitable core operations,"['efficiency', 'improvement', 'measures', '20', 'january', '2010', 'finnish', 'stationery', 'and', 'gift', 'retailer', 'tiimari', 'hel', 'tii1v', 'said', 'today', 'that', 'it', 'will', 'continue', 'to', 'improve', 'its', 'operational', 'efficiency', 'by', 'focusing', 'on', 'its', 'profitable', 'core', 'operations']",32,positive
4461,Efore 's results for the last quarter showed an even faster improvement as the company managed to better source its components .,efore s results for the last quarter showed an even faster improvement as the company managed to better source its components,"['efore', 's', 'results', 'for', 'the', 'last', 'quarter', 'showed', 'an', 'even', 'faster', 'improvement', 'as', 'the', 'company', 'managed', 'to', 'better', 'source', 'its', 'components']",21,positive
4462,Technical indicators for the stock are bullish and S&P gives NOK a positive 4 STARS out of 5 buy ranking .,technical indicators for the stock are bullish and s p gives nok a positive 4 stars out of 5 buy ranking,"['technical', 'indicators', 'for', 'the', 'stock', 'are', 'bullish', 'and', 's', 'p', 'gives', 'nok', 'a', 'positive', '4', 'stars', 'out', 'of', '5', 'buy', 'ranking']",21,positive
4463,"The broker highlights Cargotec as its preferred stock in the sector , as it is a pure play on global cargo and container handling , and it expects it to play an active role in further consolidating the industry .",the broker highlights cargotec as its preferred stock in the sector as it is a pure play on global cargo and container handling and it expects it to play an active role in further consolidating the industry,"['the', 'broker', 'highlights', 'cargotec', 'as', 'its', 'preferred', 'stock', 'in', 'the', 'sector', 'as', 'it', 'is', 'a', 'pure', 'play', 'on', 'global', 'cargo', 'and', 'container', 'handling', 'and', 'it', 'expects', 'it', 'to', 'play', 'an', 'active', 'role', 'in', 'further', 'consolidating', 'the', 'industry']",37,positive
4464,"The restructuring creates a more efficient organization with increased operational focus and stable profitability , and leads to more efficient production , said Bo Annvik , head of Specialty Stainless .",the restructuring creates a more efficient organization with increased operational focus and stable profitability and leads to more efficient production said bo annvik head of specialty stainless,"['the', 'restructuring', 'creates', 'a', 'more', 'efficient', 'organization', 'with', 'increased', 'operational', 'focus', 'and', 'stable', 'profitability', 'and', 'leads', 'to', 'more', 'efficient', 'production', 'said', 'bo', 'annvik', 'head', 'of', 'specialty', 'stainless']",27,positive
4465,"`` We 're delighted with the move '' says Morna Cowie , co-owner , above , `` it 's double the size of our current shop and has a lovely feel to it . ''",we re delighted with the move says morna cowie co owner above it s double the size of our current shop and has a lovely feel to it,"['we', 're', 'delighted', 'with', 'the', 'move', 'says', 'morna', 'cowie', 'co', 'owner', 'above', 'it', 's', 'double', 'the', 'size', 'of', 'our', 'current', 'shop', 'and', 'has', 'a', 'lovely', 'feel', 'to', 'it']",28,positive
4466,Elcoteq has a proven track record in electronics manufacturing services ( EMS ) and a global factory network coupled with modern manufacturing equipment and consistent systems and processes .,elcoteq has a proven track record in electronics manufacturing services ems and a global factory network coupled with modern manufacturing equipment and consistent systems and processes,"['elcoteq', 'has', 'a', 'proven', 'track', 'record', 'in', 'electronics', 'manufacturing', 'services', 'ems', 'and', 'a', 'global', 'factory', 'network', 'coupled', 'with', 'modern', 'manufacturing', 'equipment', 'and', 'consistent', 'systems', 'and', 'processes']",26,positive
4467,"Previously , the company also delivered about 70 % of the steel used in Oasis of the Seas , Allure of the Seas ' sister ship completed last year .",previously the company also delivered about 70 of the steel used in oasis of the seas allure of the seas sister ship completed last year,"['previously', 'the', 'company', 'also', 'delivered', 'about', '70', 'of', 'the', 'steel', 'used', 'in', 'oasis', 'of', 'the', 'seas', 'allure', 'of', 'the', 'seas', 'sister', 'ship', 'completed', 'last', 'year']",25,neutral
4468,The main strength of the cooperation project lies in merging the know-how of two large companies .,the main strength of the cooperation project lies in merging the know how of two large companies,"['the', 'main', 'strength', 'of', 'the', 'cooperation', 'project', 'lies', 'in', 'merging', 'the', 'know', 'how', 'of', 'two', 'large', 'companies']",17,positive
4469,"The Dutch broker noted that Nokian Tyres reported a good first quarter in 2006 , above or in line with consensus .",the dutch broker noted that nokian tyres reported a good first quarter in 2006 above or in line with consensus,"['the', 'dutch', 'broker', 'noted', 'that', 'nokian', 'tyres', 'reported', 'a', 'good', 'first', 'quarter', 'in', '2006', 'above', 'or', 'in', 'line', 'with', 'consensus']",20,positive
4470,"The Nokian tyre proves its high safety excellently in the important driving qualities stability with mark 1.4 , handling 1.5 and braking on wet road with 1.9 .",the nokian tyre proves its high safety excellently in the important driving qualities stability with mark 1 4 handling 1 5 and braking on wet road with 1 9,"['the', 'nokian', 'tyre', 'proves', 'its', 'high', 'safety', 'excellently', 'in', 'the', 'important', 'driving', 'qualities', 'stability', 'with', 'mark', '1', '4', 'handling', '1', '5', 'and', 'braking', 'on', 'wet', 'road', 'with', '1', '9']",29,positive
4471,"The respondents praised Finnair 's reliability , Finnishness , and understanding of its target group .",the respondents praised finnair s reliability finnishness and understanding of its target group,"['the', 'respondents', 'praised', 'finnair', 's', 'reliability', 'finnishness', 'and', 'understanding', 'of', 'its', 'target', 'group']",13,positive
4472,This ideally placed them in a position to tap into the potential of clean technology .,this ideally placed them in a position to tap into the potential of clean technology,"['this', 'ideally', 'placed', 'them', 'in', 'a', 'position', 'to', 'tap', 'into', 'the', 'potential', 'of', 'clean', 'technology']",15,neutral
4473,"The long-standing partnership and commitment enable both parties to develop their respective operations , and ESL Shipping will also have the opportunity to update its fleet and improve its efficiency .",the long standing partnership and commitment enable both parties to develop their respective operations and esl shipping will also have the opportunity to update its fleet and improve its efficiency,"['the', 'long', 'standing', 'partnership', 'and', 'commitment', 'enable', 'both', 'parties', 'to', 'develop', 'their', 'respective', 'operations', 'and', 'esl', 'shipping', 'will', 'also', 'have', 'the', 'opportunity', 'to', 'update', 'its', 'fleet', 'and', 'improve', 'its', 'efficiency']",30,positive
4474,"Thanks to his wide contact network and good knowledge of market and business environment , he will give a great contribution to the further development of our Indian operations '' , tells Incap 's President & CEO Juhani Hanninen .",thanks to his wide contact network and good knowledge of market and business environment he will give a great contribution to the further development of our indian operations tells incap s president ceo juhani hanninen,"['thanks', 'to', 'his', 'wide', 'contact', 'network', 'and', 'good', 'knowledge', 'of', 'market', 'and', 'business', 'environment', 'he', 'will', 'give', 'a', 'great', 'contribution', 'to', 'the', 'further', 'development', 'of', 'our', 'indian', 'operations', 'tells', 'incap', 's', 'president', 'ceo', 'juhani', 'hanninen']",35,positive
4475,A comprehensive range of cut-to-length and slitting services will allow Ruukki in particular to serve light engineering customers who relocate their production to the St. Petersburg area .,a comprehensive range of cut to length and slitting services will allow ruukki in particular to serve light engineering customers who relocate their production to the st petersburg area,"['a', 'comprehensive', 'range', 'of', 'cut', 'to', 'length', 'and', 'slitting', 'services', 'will', 'allow', 'ruukki', 'in', 'particular', 'to', 'serve', 'light', 'engineering', 'customers', 'who', 'relocate', 'their', 'production', 'to', 'the', 'st', 'petersburg', 'area']",29,neutral
4476,"Creating interfaces that are more similar to interactions in the real world can enable experiences that are more natural and intuitive , in the same way that modern games and movies are more immersive through the use of realistic 3-D graphics .",creating interfaces that are more similar to interactions in the real world can enable experiences that are more natural and intuitive in the same way that modern games and movies are more immersive through the use of realistic 3 d graphics,"['creating', 'interfaces', 'that', 'are', 'more', 'similar', 'to', 'interactions', 'in', 'the', 'real', 'world', 'can', 'enable', 'experiences', 'that', 'are', 'more', 'natural', 'and', 'intuitive', 'in', 'the', 'same', 'way', 'that', 'modern', 'games', 'and', 'movies', 'are', 'more', 'immersive', 'through', 'the', 'use', 'of', 'realistic', '3', 'd', 'graphics']",41,neutral
4477,Fiskars will be undertaking community projects throughout the UK and they are also on the lookout for local volunteers who are interested in helping out with the selected restoration projects .,fiskars will be undertaking community projects throughout the uk and they are also on the lookout for local volunteers who are interested in helping out with the selected restoration projects,"['fiskars', 'will', 'be', 'undertaking', 'community', 'projects', 'throughout', 'the', 'uk', 'and', 'they', 'are', 'also', 'on', 'the', 'lookout', 'for', 'local', 'volunteers', 'who', 'are', 'interested', 'in', 'helping', 'out', 'with', 'the', 'selected', 'restoration', 'projects']",30,neutral
4478,"INTERNET BUSINESS NEWS - -_ 1995-2006 M2 COMMUNICATIONS LTD As part of a drive to protect users of its Internet banking service , Barclays Bank has announced that it is to recommend F-Secure Internet Security to its customers .",internet business news 1995 2006 m2 communications ltd as part of a drive to protect users of its internet banking service barclays bank has announced that it is to recommend f secure internet security to its customers,"['internet', 'business', 'news', '1995', '2006', 'm2', 'communications', 'ltd', 'as', 'part', 'of', 'a', 'drive', 'to', 'protect', 'users', 'of', 'its', 'internet', 'banking', 'service', 'barclays', 'bank', 'has', 'announced', 'that', 'it', 'is', 'to', 'recommend', 'f', 'secure', 'internet', 'security', 'to', 'its', 'customers']",37,neutral
4479,"Tieto was looking for an energy solution which would best support the idea of sustainable development , and we were happy to be able to provide such a solution , saysJouni Haikarainen , Vice President , Fortum .",tieto was looking for an energy solution which would best support the idea of sustainable development and we were happy to be able to provide such a solution saysjouni haikarainen vice president fortum,"['tieto', 'was', 'looking', 'for', 'an', 'energy', 'solution', 'which', 'would', 'best', 'support', 'the', 'idea', 'of', 'sustainable', 'development', 'and', 'we', 'were', 'happy', 'to', 'be', 'able', 'to', 'provide', 'such', 'a', 'solution', 'saysjouni', 'haikarainen', 'vice', 'president', 'fortum']",33,positive
4480,"According to Rautaruukki , the company wants to promote the use of emission-free energy sources .",according to rautaruukki the company wants to promote the use of emission free energy sources,"['according', 'to', 'rautaruukki', 'the', 'company', 'wants', 'to', 'promote', 'the', 'use', 'of', 'emission', 'free', 'energy', 'sources']",15,neutral
4481,Atria chose the DeLight to attract consumers in the 25-45 age group to its Atria Fresh range of microwaveable meals .,atria chose the delight to attract consumers in the 25 45 age group to its atria fresh range of microwaveable meals,"['atria', 'chose', 'the', 'delight', 'to', 'attract', 'consumers', 'in', 'the', '25', '45', 'age', 'group', 'to', 'its', 'atria', 'fresh', 'range', 'of', 'microwaveable', 'meals']",21,neutral
4482,"I use natural fibers to make the clothes more comfortable , to allow your skin to breathe and to be eco-friendly .",i use natural fibers to make the clothes more comfortable to allow your skin to breathe and to be eco friendly,"['i', 'use', 'natural', 'fibers', 'to', 'make', 'the', 'clothes', 'more', 'comfortable', 'to', 'allow', 'your', 'skin', 'to', 'breathe', 'and', 'to', 'be', 'eco', 'friendly']",21,positive
4483,"In addition , a good biological durability is achieved . ''",in addition a good biological durability is achieved,"['in', 'addition', 'a', 'good', 'biological', 'durability', 'is', 'achieved']",8,neutral
4484,"The newly-completed Allure of the Seas and its identical sister ship , Oasis of the Seas , which was completed last year are the world 's largest cruise ships .",the newly completed allure of the seas and its identical sister ship oasis of the seas which was completed last year are the world s largest cruise ships,"['the', 'newly', 'completed', 'allure', 'of', 'the', 'seas', 'and', 'its', 'identical', 'sister', 'ship', 'oasis', 'of', 'the', 'seas', 'which', 'was', 'completed', 'last', 'year', 'are', 'the', 'world', 's', 'largest', 'cruise', 'ships']",28,neutral
4485,The recruits who have completed the K-retailer trainee program are qualified to start a career as independent retailers in K-stores .,the recruits who have completed the k retailer trainee program are qualified to start a career as independent retailers in k stores,"['the', 'recruits', 'who', 'have', 'completed', 'the', 'k', 'retailer', 'trainee', 'program', 'are', 'qualified', 'to', 'start', 'a', 'career', 'as', 'independent', 'retailers', 'in', 'k', 'stores']",22,neutral
4486,"wins 98 % acceptance 23 December 2009 - Finnish industrial machinery company Metso Oyj ( HEL : MEO1V ) said today it will complete its takeover offer for textile company Tamfelt Oyj Abp ( HEL : TAFKS ) , after acquiring 98 % of its shares and votes .",wins 98 acceptance 23 december 2009 finnish industrial machinery company metso oyj hel meo1v said today it will complete its takeover offer for textile company tamfelt oyj abp hel tafks after acquiring 98 of its shares and votes,"['wins', '98', 'acceptance', '23', 'december', '2009', 'finnish', 'industrial', 'machinery', 'company', 'metso', 'oyj', 'hel', 'meo1v', 'said', 'today', 'it', 'will', 'complete', 'its', 'takeover', 'offer', 'for', 'textile', 'company', 'tamfelt', 'oyj', 'abp', 'hel', 'tafks', 'after', 'acquiring', '98', 'of', 'its', 'shares', 'and', 'votes']",38,neutral
4487,"`` We love Activision 's fresh , colorful approach to Rapala : We Fish , '' said Kelly Brockpahler , Rapala .",we love activision s fresh colorful approach to rapala we fish said kelly brockpahler rapala,"['we', 'love', 'activision', 's', 'fresh', 'colorful', 'approach', 'to', 'rapala', 'we', 'fish', 'said', 'kelly', 'brockpahler', 'rapala']",15,positive
4488,"A light , bright and pretty addition to your life , it will also keep a few pennies in your bank account .",a light bright and pretty addition to your life it will also keep a few pennies in your bank account,"['a', 'light', 'bright', 'and', 'pretty', 'addition', 'to', 'your', 'life', 'it', 'will', 'also', 'keep', 'a', 'few', 'pennies', 'in', 'your', 'bank', 'account']",20,neutral
4489,All Amer Sports companies develop and manufacture technically advanced products that improve the performance of active sports participants .,all amer sports companies develop and manufacture technically advanced products that improve the performance of active sports participants,"['all', 'amer', 'sports', 'companies', 'develop', 'and', 'manufacture', 'technically', 'advanced', 'products', 'that', 'improve', 'the', 'performance', 'of', 'active', 'sports', 'participants']",18,neutral
4490,At the same time I am delighted by the fact that we were able to accomplish the organization with our own team members .,at the same time i am delighted by the fact that we were able to accomplish the organization with our own team members,"['at', 'the', 'same', 'time', 'i', 'am', 'delighted', 'by', 'the', 'fact', 'that', 'we', 'were', 'able', 'to', 'accomplish', 'the', 'organization', 'with', 'our', 'own', 'team', 'members']",23,positive
4491,"In addition , we will launch a versatile online service to complete the traditional printed newspaper , Mr. Valkama says .",in addition we will launch a versatile online service to complete the traditional printed newspaper mr valkama says,"['in', 'addition', 'we', 'will', 'launch', 'a', 'versatile', 'online', 'service', 'to', 'complete', 'the', 'traditional', 'printed', 'newspaper', 'mr', 'valkama', 'says']",18,neutral
4492,"Stora Enso said DeLight was suitable for a wide range of applications including food , cosmetics , home decoration and leisure products .",stora enso said delight was suitable for a wide range of applications including food cosmetics home decoration and leisure products,"['stora', 'enso', 'said', 'delight', 'was', 'suitable', 'for', 'a', 'wide', 'range', 'of', 'applications', 'including', 'food', 'cosmetics', 'home', 'decoration', 'and', 'leisure', 'products']",20,neutral
4493,We are very proud to be able to use this kind of innovative mobile service for voting in elections .,we are very proud to be able to use this kind of innovative mobile service for voting in elections,"['we', 'are', 'very', 'proud', 'to', 'be', 'able', 'to', 'use', 'this', 'kind', 'of', 'innovative', 'mobile', 'service', 'for', 'voting', 'in', 'elections']",19,positive
4494,"Tim Cockroft brings with him an excellent track record having more than 18 years experience ; moreover , Tim has successfully developed the Capital Markets operations at Kaupthing Singer & Friedlander involving corporate finance and broking with a focus on mid-market companies .",tim cockroft brings with him an excellent track record having more than 18 years experience moreover tim has successfully developed the capital markets operations at kaupthing singer friedlander involving corporate finance and broking with a focus on mid market companies,"['tim', 'cockroft', 'brings', 'with', 'him', 'an', 'excellent', 'track', 'record', 'having', 'more', 'than', '18', 'years', 'experience', 'moreover', 'tim', 'has', 'successfully', 'developed', 'the', 'capital', 'markets', 'operations', 'at', 'kaupthing', 'singer', 'friedlander', 'involving', 'corporate', 'finance', 'and', 'broking', 'with', 'a', 'focus', 'on', 'mid', 'market', 'companies']",40,positive
4495,The board further said the company omitted to tender for a substantial part of the works and as such they had rightfully been found non-responsive by the evaluation team .,the board further said the company omitted to tender for a substantial part of the works and as such they had rightfully been found non responsive by the evaluation team,"['the', 'board', 'further', 'said', 'the', 'company', 'omitted', 'to', 'tender', 'for', 'a', 'substantial', 'part', 'of', 'the', 'works', 'and', 'as', 'such', 'they', 'had', 'rightfully', 'been', 'found', 'non', 'responsive', 'by', 'the', 'evaluation', 'team']",30,neutral
4496,"`` After a long , unprofitable period the Food Division posted a profitable result , which speaks of a healthier cost structure and a new approach in business operations , '' Rihko said .",after a long unprofitable period the food division posted a profitable result which speaks of a healthier cost structure and a new approach in business operations rihko said,"['after', 'a', 'long', 'unprofitable', 'period', 'the', 'food', 'division', 'posted', 'a', 'profitable', 'result', 'which', 'speaks', 'of', 'a', 'healthier', 'cost', 'structure', 'and', 'a', 'new', 'approach', 'in', 'business', 'operations', 'rihko', 'said']",28,positive
4497,"`` While concerns remain longer term , size and scale may enable Nokia to hold on to its newfound margin improvements in the near term , '' the analyst wrote .",while concerns remain longer term size and scale may enable nokia to hold on to its newfound margin improvements in the near term the analyst wrote,"['while', 'concerns', 'remain', 'longer', 'term', 'size', 'and', 'scale', 'may', 'enable', 'nokia', 'to', 'hold', 'on', 'to', 'its', 'newfound', 'margin', 'improvements', 'in', 'the', 'near', 'term', 'the', 'analyst', 'wrote']",26,positive
4498,"Continuing operations turned an operating loss of EUR 0.1 mn , a slight improvement from a loss of EUR 0.2 mn a year earlier .",continuing operations turned an operating loss of eur 0 1 mn a slight improvement from a loss of eur 0 2 mn a year earlier,"['continuing', 'operations', 'turned', 'an', 'operating', 'loss', 'of', 'eur', '0', '1', 'mn', 'a', 'slight', 'improvement', 'from', 'a', 'loss', 'of', 'eur', '0', '2', 'mn', 'a', 'year', 'earlier']",25,positive
4499,Earnings per share were higher at 0.48 against 0.37 a year before and ahead of market consensus of 0.40 eur .,earnings per share were higher at 0 48 against 0 37 a year before and ahead of market consensus of 0 40 eur,"['earnings', 'per', 'share', 'were', 'higher', 'at', '0', '48', 'against', '0', '37', 'a', 'year', 'before', 'and', 'ahead', 'of', 'market', 'consensus', 'of', '0', '40', 'eur']",23,positive
4500,"W+ï¿½rtsil+ï¿½ 's solution has been selected for its low fuel consumption , environmentally sound technology , and global service support .",w ï¿½rtsil ï¿½ s solution has been selected for its low fuel consumption environmentally sound technology and global service support,"['w', 'ï¿½rtsil', 'ï¿½', 's', 'solution', 'has', 'been', 'selected', 'for', 'its', 'low', 'fuel', 'consumption', 'environmentally', 'sound', 'technology', 'and', 'global', 'service', 'support']",20,positive
4501,"Dirk Jones , head of Financial Institutions Client Sales Management , GTS , Citigroup , Inc , said , ` Citi is extremely pleased to be providing global custody services to Pohjola Group Bank .",dirk jones head of financial institutions client sales management gts citigroup inc said citi is extremely pleased to be providing global custody services to pohjola group bank,"['dirk', 'jones', 'head', 'of', 'financial', 'institutions', 'client', 'sales', 'management', 'gts', 'citigroup', 'inc', 'said', 'citi', 'is', 'extremely', 'pleased', 'to', 'be', 'providing', 'global', 'custody', 'services', 'to', 'pohjola', 'group', 'bank']",27,positive
4502,The company said it estimates to make a slight profit thanks to cost-cutting measures .,the company said it estimates to make a slight profit thanks to cost cutting measures,"['the', 'company', 'said', 'it', 'estimates', 'to', 'make', 'a', 'slight', 'profit', 'thanks', 'to', 'cost', 'cutting', 'measures']",15,positive
4503,"The previously concluded adaptation measures , concerning other staff , were adequate for the time being , and the planning operations continue as before at the plant , the company said .",the previously concluded adaptation measures concerning other staff were adequate for the time being and the planning operations continue as before at the plant the company said,"['the', 'previously', 'concluded', 'adaptation', 'measures', 'concerning', 'other', 'staff', 'were', 'adequate', 'for', 'the', 'time', 'being', 'and', 'the', 'planning', 'operations', 'continue', 'as', 'before', 'at', 'the', 'plant', 'the', 'company', 'said']",27,positive
4504,"The previously concluded adaptation measures concerning the other personnel are adequate for the time being , Raute said .",the previously concluded adaptation measures concerning the other personnel are adequate for the time being raute said,"['the', 'previously', 'concluded', 'adaptation', 'measures', 'concerning', 'the', 'other', 'personnel', 'are', 'adequate', 'for', 'the', 'time', 'being', 'raute', 'said']",17,positive
4505,"` After fixing our home-base , cutting costs and closing the non-profitable units , we are now looking at going forward , ' she said .",after fixing our home base cutting costs and closing the non profitable units we are now looking at going forward she said,"['after', 'fixing', 'our', 'home', 'base', 'cutting', 'costs', 'and', 'closing', 'the', 'non', 'profitable', 'units', 'we', 'are', 'now', 'looking', 'at', 'going', 'forward', 'she', 'said']",22,positive
4506,"29 September , 2010 Finnish waste management and recycling company Lassila & Tikanoja expands its operations in Russia by introducing its recently completed recycling plant in the city of Dubna near Moscow .",29 september 2010 finnish waste management and recycling company lassila tikanoja expands its operations in russia by introducing its recently completed recycling plant in the city of dubna near moscow,"['29', 'september', '2010', 'finnish', 'waste', 'management', 'and', 'recycling', 'company', 'lassila', 'tikanoja', 'expands', 'its', 'operations', 'in', 'russia', 'by', 'introducing', 'its', 'recently', 'completed', 'recycling', 'plant', 'in', 'the', 'city', 'of', 'dubna', 'near', 'moscow']",30,positive
4507,"Rory Fitzgerald , general manager , operations , Bristol Port , said : `` With the use of low maintenance technology we can save up to 30 per cent on servicing , plus the load sensing hydraulics can save us an extra 15 to 30 per cent on fuel consumption . ''",rory fitzgerald general manager operations bristol port said with the use of low maintenance technology we can save up to 30 per cent on servicing plus the load sensing hydraulics can save us an extra 15 to 30 per cent on fuel consumption,"['rory', 'fitzgerald', 'general', 'manager', 'operations', 'bristol', 'port', 'said', 'with', 'the', 'use', 'of', 'low', 'maintenance', 'technology', 'we', 'can', 'save', 'up', 'to', '30', 'per', 'cent', 'on', 'servicing', 'plus', 'the', 'load', 'sensing', 'hydraulics', 'can', 'save', 'us', 'an', 'extra', '15', 'to', '30', 'per', 'cent', 'on', 'fuel', 'consumption']",43,positive
4508,"`` Method and System for Controlling a Hard Disk Drive Using a Multimediacard Physical Interface '' was invented by Marko Ahvenainen Ruutana , Finland .",method and system for controlling a hard disk drive using a multimediacard physical interface was invented by marko ahvenainen ruutana finland,"['method', 'and', 'system', 'for', 'controlling', 'a', 'hard', 'disk', 'drive', 'using', 'a', 'multimediacard', 'physical', 'interface', 'was', 'invented', 'by', 'marko', 'ahvenainen', 'ruutana', 'finland']",21,neutral
4509,"The 10,000-odd square metre plot that Stockmann has bought for the Nevsky Center shopping center is located on Nevsky Prospect , St Petersburg 's high street , next to the Vosstaniya Square underground station , in the immediate vicinity of Moscow Station .",the 10 000 odd square metre plot that stockmann has bought for the nevsky center shopping center is located on nevsky prospect st petersburg s high street next to the vosstaniya square underground station in the immediate vicinity of moscow station,"['the', '10', '000', 'odd', 'square', 'metre', 'plot', 'that', 'stockmann', 'has', 'bought', 'for', 'the', 'nevsky', 'center', 'shopping', 'center', 'is', 'located', 'on', 'nevsky', 'prospect', 'st', 'petersburg', 's', 'high', 'street', 'next', 'to', 'the', 'vosstaniya', 'square', 'underground', 'station', 'in', 'the', 'immediate', 'vicinity', 'of', 'moscow', 'station']",41,neutral
